ticker,date,free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,effect_of_exchange_rate_changes,short_term_debt_issuance,change_in_tax_payable,change_in_income_tax_payable,depreciation,operating_gains_losses,gain_loss_on_investment_securities,proceeds_from_stock_option_exercised,net_intangibles_purchase_and_sale,purchase_of_intangibles,change_in_accrued_expense,amortization_cash_flow,amortization_of_intangibles,short_term_debt_payments,sale_of_ppe,capital_expenditure_reported,change_in_prepaid_assets,unrealized_gain_loss_on_investment_securities,asset_impairment_charge,sale_of_business,sale_of_intangibles,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,provisionand_write_offof_assets,gain_loss_on_sale_of_business,earnings_losses_from_equity_investments,dividend_received_cfo,dividend_paid_cfo,pension_and_employee_benefit_expense,dividends_received_cfi,depletion,other_cash_adjustment_outside_changein_cash,cash_from_discontinued_financing_activities,cash_from_discontinued_investing_activities,cash_from_discontinued_operating_activities,net_preferred_stock_issuance,preferred_stock_payments,taxes_refund_paid,preferred_stock_issuance,cash_flow_from_discontinued_operation,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,preferred_stock_dividend_paid,interest_received_cfi,amortization_of_securities,change_in_interest_payable
CSCO,2024-07-31,10210000000.0,-6779000000.0,-12966000000.0,31818000000.0,714000000.0,-670000000.0,583000000.0,7426000000.0,8842000000.0,11627000000.0,-2754000000.0,6844000000.0,6844000000.0,-37000000.0,-6384000000.0,-6384000000.0,-6065000000.0,-6779000000.0,714000000.0,19330000000.0,478000000.0,18852000000.0,-12966000000.0,31818000000.0,-20478000000.0,-20478000000.0,-5000000.0,6191000000.0,10705000000.0,-4514000000.0,-25994000000.0,-25994000000.0,-670000000.0,-670000000.0,10880000000.0,10880000000.0,-4298000000.0,-3319000000.0,416000000.0,-671000000.0,-786000000.0,-90000000.0,-90000000.0,275000000.0,-213000000.0,-289000000.0,,3074000000.0,-972000000.0,-972000000.0,2507000000.0,2507000000.0,10320000000.0,-31000000.0,,,,2507000000.0,215000000.0,,,,,-696000000.0,,,,,,,,,,,,,34000000.0,215000000.0,,,,,,,,,,,,,,,,,,,,,,
CSCO,2023-07-31,19037000000.0,-4890000000.0,-500000000.0,0.0,700000000.0,-849000000.0,376000000.0,3571000000.0,11627000000.0,8579000000.0,3153000000.0,-11626000000.0,-11626000000.0,-32000000.0,-6302000000.0,-6302000000.0,-4190000000.0,-4890000000.0,700000000.0,-1102000000.0,-602000000.0,-500000000.0,-500000000.0,0.0,-5107000000.0,-5107000000.0,-23000000.0,-3934000000.0,7122000000.0,-11056000000.0,-301000000.0,-301000000.0,-849000000.0,-849000000.0,19886000000.0,19886000000.0,5042000000.0,3544000000.0,48000000.0,5000000.0,678000000.0,27000000.0,27000000.0,-1069000000.0,1836000000.0,734000000.0,,2353000000.0,-2085000000.0,-2085000000.0,1726000000.0,1726000000.0,12613000000.0,-105000000.0,,,,1726000000.0,206000000.0,,,,,651000000.0,,,,3000000.0,,,,,,,,,31000000.0,206000000.0,,,,,,,,,,,,,,,,,,,,,,
CSCO,2022-07-31,12749000000.0,-8381000000.0,-3550000000.0,1049000000.0,660000000.0,-477000000.0,355000000.0,3663000000.0,8579000000.0,9942000000.0,-1183000000.0,-15962000000.0,-15962000000.0,-122000000.0,-6224000000.0,-6224000000.0,-7721000000.0,-8381000000.0,660000000.0,-1895000000.0,606000000.0,-2501000000.0,-3550000000.0,1049000000.0,1553000000.0,1553000000.0,76000000.0,2327000000.0,8583000000.0,-6256000000.0,-373000000.0,-373000000.0,-477000000.0,-477000000.0,13226000000.0,13226000000.0,-1722000000.0,638000000.0,535000000.0,-1615000000.0,-482000000.0,-55000000.0,-55000000.0,-1030000000.0,232000000.0,-1009000000.0,,1886000000.0,-309000000.0,-309000000.0,1957000000.0,1957000000.0,11812000000.0,-180000000.0,,,,1957000000.0,-453000000.0,,,,,-427000000.0,,,,91000000.0,,,,,,,,,55000000.0,-453000000.0,,,,,,,,,,,,,,,,,,,,,,
CSCO,2021-07-31,14762000000.0,-3513000000.0,-3000000000.0,0.0,643000000.0,-692000000.0,438000000.0,3604000000.0,9942000000.0,11812000000.0,-1928000000.0,-12097000000.0,-12097000000.0,-59000000.0,-6163000000.0,-6163000000.0,-2870000000.0,-3513000000.0,643000000.0,-3005000000.0,-5000000.0,-3000000000.0,-3000000000.0,0.0,-5285000000.0,-5285000000.0,-56000000.0,2473000000.0,11976000000.0,-9503000000.0,-7038000000.0,-7038000000.0,-664000000.0,-692000000.0,15454000000.0,15454000000.0,1984000000.0,1654000000.0,-46000000.0,-797000000.0,-53000000.0,-53000000.0,-53000000.0,-244000000.0,1470000000.0,-107000000.0,,1761000000.0,-384000000.0,-384000000.0,1862000000.0,1862000000.0,10591000000.0,58000000.0,,,,1862000000.0,-354000000.0,,,,,,,,,28000000.0,,,,,194000000.0,,,,-6000000.0,-354000000.0,,,,,,,,,,,,,,,,,,,,,,
CSCO,2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-322000000.0,-322000000.0,,,-138000000.0,,,,,,,,179000000.0,,,,,224000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2023-08-31,8996096000.0,-4330403000.0,,,1501069000.0,-528172000.0,46505000.0,2315920000.0,9045032000.0,7889833000.0,1256472000.0,-5645326000.0,-5645326000.0,-81856000.0,-2827394000.0,-2827394000.0,-2829334000.0,-4330403000.0,1501069000.0,93258000.0,,93258000.0,,,-2622470000.0,-2622470000.0,12178000.0,,,,-2106476000.0,-2530863000.0,-528172000.0,-528172000.0,9524268000.0,9524268000.0,-1185363000.0,159819000.0,-586744000.0,-526228000.0,-319879000.0,-57966000.0,-171217000.0,,87669000.0,,661248000.0,1913051000.0,-268953000.0,-268953000.0,1400755000.0,1400755000.0,7003530000.0,-101273000.0,,113251000.0,113251000.0,620659000.0,,,,,,-261913000.0,780096000.0,780096000.0,,,,,,,424387000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2022-08-31,8823131000.0,-4116378000.0,,,1349064000.0,-717998000.0,45970000.0,1778922000.0,7889833000.0,8168174000.0,-30526000.0,-5311026000.0,-5311026000.0,-69953000.0,-2457306000.0,-2457306000.0,-2767314000.0,-4116378000.0,1349064000.0,-16453000.0,,-16453000.0,,,-4260629000.0,-4260629000.0,12580000.0,,,,-3555211000.0,-3555211000.0,-717998000.0,-717998000.0,9541129000.0,9541129000.0,-806567000.0,648506000.0,-446089000.0,-716910000.0,2119661000.0,847662000.0,374349000.0,,-2411735000.0,,581503000.0,1679789000.0,-213294000.0,-213294000.0,1310738000.0,1310738000.0,6988960000.0,-247815000.0,,473313000.0,473313000.0,591748000.0,,,,,,1271999000.0,718990000.0,718990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2021-08-31,8395016000.0,-3703124000.0,,,1065775000.0,-580132000.0,36132000.0,1566753000.0,8168174000.0,8415330000.0,-260955000.0,-4926337000.0,-4926337000.0,-45096000.0,-2236094000.0,-2236094000.0,-2637349000.0,-3703124000.0,1065775000.0,-7798000.0,,-7798000.0,,,-4309766000.0,-4309766000.0,27936000.0,,,,-3757570000.0,-4171123000.0,-580132000.0,-580132000.0,8975148000.0,8975148000.0,32329000.0,554830000.0,-841329000.0,-591836000.0,2382277000.0,937267000.0,825472000.0,,-1471613000.0,,-342849000.0,1342951000.0,60930000.0,60930000.0,1891242000.0,1891242000.0,5990545000.0,13799000.0,,111795000.0,111795000.0,512051000.0,,,,,,1445010000.0,609922000.0,609922000.0,,,,,,,413553000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2020-08-31,7616020000.0,-2915847000.0,,,955308000.0,-599132000.0,28493000.0,1360030000.0,8415330000.0,6126853000.0,2271541000.0,-4049092000.0,-4049092000.0,-44101000.0,-2037733000.0,-2037733000.0,-1960539000.0,-2915847000.0,955308000.0,-6719000.0,,-6719000.0,,,-1894519000.0,-1894519000.0,5819000.0,,,,-1301206000.0,-1531599000.0,-599132000.0,-599132000.0,8215152000.0,8215152000.0,131825000.0,236207000.0,-10071000.0,-503482000.0,-312329000.0,-304484000.0,-359682000.0,,721500000.0,,-243867000.0,1197806000.0,170951000.0,170951000.0,1773124000.0,1773124000.0,5185313000.0,16936000.0,,55198000.0,55198000.0,1773124000.0,,,,,,-7845000.0,300680000.0,300680000.0,,,,,,,230393000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2023-12-31,5059000000.0,-1227000000.0,-2498000000.0,2000000.0,,-2202000000.0,662000000.0,1475000000.0,6896000000.0,9882000000.0,-2963000000.0,-7091000000.0,-7091000000.0,,-3556000000.0,-3556000000.0,-1227000000.0,-1227000000.0,,-2475000000.0,21000000.0,-2496000000.0,-2498000000.0,2000000.0,-3133000000.0,-3133000000.0,22000000.0,-116000000.0,43000000.0,-159000000.0,-837000000.0,-877000000.0,-2202000000.0,-2202000000.0,7261000000.0,7261000000.0,-2475000000.0,-585000000.0,,,-760000000.0,-760000000.0,-760000000.0,-232000000.0,-356000000.0,-356000000.0,,644000000.0,,,3243000000.0,3243000000.0,5723000000.0,-23000000.0,,,,1277000000.0,126000000.0,126000000.0,167000000.0,,,,1966000000.0,1966000000.0,,,,-542000000.0,,,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2022-12-31,7804000000.0,-3795000000.0,-753000000.0,7000000.0,,-1777000000.0,563000000.0,1864000000.0,9882000000.0,9799000000.0,205000000.0,-7636000000.0,-7636000000.0,,-3309000000.0,-3309000000.0,-3795000000.0,-3795000000.0,,-699000000.0,47000000.0,-746000000.0,-753000000.0,7000000.0,-1740000000.0,-1740000000.0,22000000.0,-33000000.0,152000000.0,-185000000.0,48000000.0,0.0,-1777000000.0,-1777000000.0,9581000000.0,9581000000.0,-1519000000.0,-383000000.0,,,420000000.0,420000000.0,420000000.0,-1413000000.0,-68000000.0,-68000000.0,,685000000.0,,,3267000000.0,3267000000.0,6933000000.0,-122000000.0,,-383000000.0,-383000000.0,1254000000.0,215000000.0,215000000.0,167000000.0,,,,2013000000.0,2013000000.0,,,,-75000000.0,,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2021-12-31,8648000000.0,-2299000000.0,-48000000.0,4000000.0,,-1885000000.0,544000000.0,1941000000.0,9799000000.0,6838000000.0,3031000000.0,-5494000000.0,-5494000000.0,,-3202000000.0,-3202000000.0,-2299000000.0,-2299000000.0,,-248000000.0,-204000000.0,-44000000.0,-48000000.0,4000000.0,-2008000000.0,-2008000000.0,26000000.0,-96000000.0,77000000.0,-173000000.0,-53000000.0,-187000000.0,-1885000000.0,-1885000000.0,10533000000.0,10533000000.0,-771000000.0,-908000000.0,,,1288000000.0,1288000000.0,1288000000.0,-456000000.0,-383000000.0,-383000000.0,,640000000.0,,,3538000000.0,3538000000.0,7071000000.0,-70000000.0,,-908000000.0,-908000000.0,1491000000.0,55000000.0,55000000.0,255000000.0,,,,2047000000.0,2047000000.0,,,,-312000000.0,,,134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2020-12-31,5724000000.0,-403000000.0,-1333000000.0,1281000000.0,,-2177000000.0,549000000.0,970000000.0,6838000000.0,3860000000.0,2907000000.0,-2779000000.0,-2779000000.0,-11000000.0,-2560000000.0,-2560000000.0,-403000000.0,-403000000.0,,-50000000.0,2000000.0,-52000000.0,-1333000000.0,1281000000.0,-2215000000.0,-2215000000.0,19000000.0,-73000000.0,10000000.0,-83000000.0,16000000.0,-42000000.0,-2177000000.0,-2177000000.0,7901000000.0,7901000000.0,-892000000.0,,,,1152000000.0,1152000000.0,1766000000.0,-493000000.0,-924000000.0,-924000000.0,,546000000.0,,,3327000000.0,3327000000.0,4495000000.0,71000000.0,,-614000000.0,-614000000.0,1195000000.0,425000000.0,425000000.0,245000000.0,,,,2132000000.0,2132000000.0,,,,-627000000.0,,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-545000000.0,-545000000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,
DHR,2023-12-31,5781000000.0,,-620000000.0,0.0,68000000.0,-1383000000.0,,,5864000000.0,5995000000.0,-190000000.0,-273000000.0,-273000000.0,2533000000.0,-1248000000.0,,68000000.0,,68000000.0,-1626000000.0,-1006000000.0,-620000000.0,-620000000.0,0.0,-7081000000.0,-7048000000.0,44000000.0,-111000000.0,61000000.0,-172000000.0,-5610000000.0,-5610000000.0,-1371000000.0,-1383000000.0,7164000000.0,6490000000.0,-393000000.0,-1204000000.0,,,-115000000.0,-149000000.0,-149000000.0,185000000.0,322000000.0,322000000.0,8000000.0,306000000.0,,,2166000000.0,2166000000.0,4221000000.0,59000000.0,,,,675000000.0,182000000.0,,,,,34000000.0,1491000000.0,1491000000.0,,12000000.0,,419000000.0,,,,,,,,182000000.0,,,,,,,,,-33000000.0,674000000.0,,,,,,,,,,,,
DHR,2022-12-31,7401000000.0,,-965000000.0,0.0,31000000.0,-1118000000.0,,,5995000000.0,2586000000.0,3715000000.0,-2570000000.0,-2570000000.0,-95000000.0,-818000000.0,,31000000.0,,31000000.0,-1688000000.0,-723000000.0,-965000000.0,-965000000.0,0.0,-2234000000.0,-2145000000.0,51000000.0,-505000000.0,18000000.0,-523000000.0,-582000000.0,-582000000.0,-1109000000.0,-1118000000.0,8519000000.0,7613000000.0,-1413000000.0,-582000000.0,,,79000000.0,-18000000.0,-18000000.0,-448000000.0,-389000000.0,-389000000.0,,295000000.0,,,2132000000.0,2132000000.0,6328000000.0,-306000000.0,,,,698000000.0,271000000.0,,,,,97000000.0,1434000000.0,1434000000.0,,9000000.0,,-73000000.0,,,0.0,,,,,271000000.0,,,,,,,,,-89000000.0,906000000.0,0.0,,,0.0,,,,,,,,
DHR,2021-12-31,7118000000.0,,-1282000000.0,984000000.0,86000000.0,-1240000000.0,,,2586000000.0,6035000000.0,-3334000000.0,1295000000.0,1295000000.0,-16000000.0,-742000000.0,,86000000.0,,86000000.0,1967000000.0,2265000000.0,-298000000.0,-1282000000.0,984000000.0,-12987000000.0,-12890000000.0,37000000.0,-799000000.0,126000000.0,-925000000.0,-10901000000.0,-10901000000.0,-1227000000.0,-1240000000.0,8358000000.0,7423000000.0,-561000000.0,-102000000.0,,,548000000.0,484000000.0,484000000.0,-427000000.0,-597000000.0,-597000000.0,601000000.0,184000000.0,,,2062000000.0,2062000000.0,5447000000.0,-115000000.0,,,,674000000.0,-310000000.0,,,,,64000000.0,1388000000.0,1388000000.0,,13000000.0,,17000000.0,,,26000000.0,,,,,-406000000.0,,,,,,,,,-97000000.0,935000000.0,0.0,,,0.0,,,,,,,,
DHR,2020-12-31,5417000000.0,,-5959000000.0,8670000000.0,3550000000.0,-791000000.0,,,6035000000.0,19912000000.0,-14025000000.0,1006000000.0,1006000000.0,-3000000.0,-615000000.0,-615000000.0,1882000000.0,,1882000000.0,-1926000000.0,-4637000000.0,2711000000.0,-5959000000.0,8670000000.0,-21239000000.0,-21239000000.0,24000000.0,-329000000.0,13000000.0,-342000000.0,-20145000000.0,-20971000000.0,-789000000.0,-791000000.0,6208000000.0,6215000000.0,579000000.0,518000000.0,,,346000000.0,227000000.0,227000000.0,-123000000.0,-264000000.0,-264000000.0,457000000.0,187000000.0,,,1775000000.0,1775000000.0,3646000000.0,148000000.0,,,,637000000.0,-429000000.0,,,,,119000000.0,1138000000.0,1138000000.0,,2000000.0,,102000000.0,,,826000000.0,,,,,-455000000.0,,,,,,,,,0.0,-7000000.0,1668000000.0,,,1668000000.0,,,,,,,,
DHR,2019-12-31,,,,,,,,,,,,,,,,-751000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-224000000.0,,,1600000000.0,,,1600000000.0,,,,,,,,
NFLX,2023-12-31,6925749000.0,-6045347000.0,0.0,,169990000.0,-348552000.0,684504000.0,1154973000.0,7118515000.0,5170582000.0,1865249000.0,-5950803000.0,-5950803000.0,-75446000.0,,,-5875357000.0,-6045347000.0,169990000.0,0.0,,0.0,0.0,,541751000.0,541751000.0,,890303000.0,1395165000.0,-504862000.0,0.0,0.0,-348552000.0,-348552000.0,7274301000.0,7274301000.0,-116148000.0,-132212000.0,,-181003000.0,197067000.0,93502000.0,93502000.0,,,,-12628230000.0,339368000.0,-459359000.0,-459359000.0,14554384000.0,14554384000.0,5407990000.0,82684000.0,,,,356947000.0,176296000.0,,,,,103565000.0,14197437000.0,14197437000.0,,,,,,,,,176296000.0,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX,2022-12-31,1618528000.0,0.0,-700000000.0,0.0,35746000.0,-407729000.0,701693000.0,811720000.0,5170582000.0,6055111000.0,-714389000.0,-664254000.0,-664254000.0,,,,35746000.0,0.0,35746000.0,-700000000.0,,-700000000.0,-700000000.0,0.0,-2076392000.0,-2076392000.0,,-911276000.0,0.0,-911276000.0,-757387000.0,-757387000.0,-407729000.0,-407729000.0,2026257000.0,2026257000.0,-758087000.0,-190197000.0,,-353834000.0,-214056000.0,-158543000.0,-158543000.0,,,,-16126185000.0,575452000.0,-166550000.0,-166550000.0,14362814000.0,14362814000.0,4491924000.0,-170140000.0,,,,336682000.0,-353111000.0,,,,,-55513000.0,14026132000.0,14026132000.0,,,,,,,,,-353111000.0,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX,2021-12-31,-131975000.0,-600022000.0,-500000000.0,0.0,174414000.0,-524585000.0,763432000.0,509265000.0,6055111000.0,8238870000.0,-2097019000.0,-1149776000.0,-1149776000.0,-224168000.0,,,-425608000.0,-600022000.0,174414000.0,-500000000.0,,-500000000.0,-500000000.0,0.0,-1339853000.0,-1339853000.0,-26919000.0,0.0,0.0,0.0,-788349000.0,-788349000.0,-524585000.0,-524585000.0,392610000.0,392610000.0,-241977000.0,-197749000.0,,-369681000.0,325453000.0,145115000.0,145115000.0,,,,-17092527000.0,403220000.0,199548000.0,199548000.0,12438779000.0,12438779000.0,5116228000.0,-86740000.0,,,,208412000.0,-430661000.0,,,,,180338000.0,12230367000.0,12230367000.0,,,,,,,,,-430661000.0,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX,2020-12-31,1929154000.0,0.0,0.0,1009464000.0,235406000.0,-497923000.0,762904000.0,291582000.0,8238870000.0,5043786000.0,3159034000.0,1237311000.0,1237311000.0,-7559000.0,,,235406000.0,0.0,235406000.0,1009464000.0,,1009464000.0,0.0,1009464000.0,-505354000.0,-505354000.0,-7431000.0,,,,0.0,0.0,-497923000.0,-497923000.0,2427077000.0,2427077000.0,-31873000.0,-828000.0,,-187623000.0,156578000.0,-41605000.0,-41605000.0,,,,-12243591000.0,415180000.0,70066000.0,70066000.0,10922622000.0,10922622000.0,2761395000.0,36050000.0,,,,115710000.0,533278000.0,,,,,198183000.0,10806912000.0,10806912000.0,,,,,,,,,533278000.0,,,,,,,,,,,,,,,,,,,,,,,,,
NFLX,2019-12-31,,,,4469306000.0,,,,,,,,,,-36134000.0,,,,,,,,,,4469306000.0,,,-134029000.0,0.0,0.0,0.0,,,,,,,,,-694011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,2023-12-31,5518000000.0,-3958000000.0,-1682000000.0,2188000000.0,33000000.0,-3787000000.0,451000000.0,1955000000.0,4664000000.0,5436000000.0,-765000000.0,-5400000000.0,-5400000000.0,-53000000.0,-2482000000.0,-2482000000.0,-3925000000.0,-3958000000.0,33000000.0,1060000000.0,554000000.0,506000000.0,-1682000000.0,2188000000.0,-4670000000.0,-4670000000.0,,,,,-883000000.0,-953000000.0,,,9305000000.0,9305000000.0,-483000000.0,-168000000.0,,,-168000000.0,,,-127000000.0,-86000000.0,-86000000.0,-284000000.0,141000000.0,-84000000.0,-84000000.0,3816000000.0,3816000000.0,6199000000.0,-7000000.0,,,,3266000000.0,,,,,,,550000000.0,550000000.0,,,-3787000000.0,66000000.0,,,70000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,2022-12-31,5691000000.0,-5168000000.0,-1785000000.0,3210000000.0,36000000.0,-3173000000.0,170000000.0,1735000000.0,5436000000.0,2823000000.0,2687000000.0,-3089000000.0,-3089000000.0,-88000000.0,-2344000000.0,-2344000000.0,-5132000000.0,-5168000000.0,36000000.0,4475000000.0,3050000000.0,1425000000.0,-1785000000.0,3210000000.0,-3088000000.0,-3088000000.0,,,,,85000000.0,-110000000.0,,,8864000000.0,8864000000.0,-310000000.0,310000000.0,,,307000000.0,,,-347000000.0,-423000000.0,-423000000.0,1099000000.0,107000000.0,-383000000.0,-383000000.0,4204000000.0,4204000000.0,4147000000.0,-74000000.0,,,,3633000000.0,,,,,,,571000000.0,571000000.0,,,-3173000000.0,-157000000.0,,,195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN,2021-12-31,6639000000.0,-4612000000.0,-1468000000.0,2283000000.0,50000000.0,-3086000000.0,233000000.0,1710000000.0,2823000000.0,3754000000.0,-870000000.0,-7588000000.0,-7588000000.0,-323000000.0,-2189000000.0,-2189000000.0,-4562000000.0,-4612000000.0,50000000.0,-514000000.0,-1329000000.0,815000000.0,-1468000000.0,2283000000.0,-3007000000.0,-3007000000.0,,,,,79000000.0,-88000000.0,,,9725000000.0,9725000000.0,1148000000.0,1307000000.0,,,447000000.0,,,-129000000.0,-553000000.0,-553000000.0,242000000.0,128000000.0,-254000000.0,-254000000.0,4635000000.0,4635000000.0,3826000000.0,-61000000.0,,,,3912000000.0,,,,,,,723000000.0,723000000.0,,,-3086000000.0,76000000.0,,,167000000.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,,
LIN,2020-12-31,4029000000.0,-2457000000.0,-2681000000.0,2796000000.0,47000000.0,-3400000000.0,322000000.0,1066000000.0,3754000000.0,2700000000.0,1098000000.0,-3345000000.0,-3345000000.0,-220000000.0,-2028000000.0,-2028000000.0,-2410000000.0,-2457000000.0,47000000.0,1313000000.0,1198000000.0,115000000.0,-2681000000.0,2796000000.0,-2986000000.0,-2986000000.0,,,,,414000000.0,-68000000.0,,,7429000000.0,7429000000.0,364000000.0,90000000.0,,,109000000.0,,,18000000.0,19000000.0,19000000.0,174000000.0,133000000.0,-369000000.0,-369000000.0,4626000000.0,4626000000.0,2501000000.0,-44000000.0,,,,3861000000.0,,,,,,,765000000.0,765000000.0,,,-3400000000.0,128000000.0,,,482000000.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,,,,
LIN,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-108000000.0,,,,,,,,,,,,,,,,,,,-108000000.0,,,,,,,,5000000.0,-60000000.0,69000000.0,,,,,-14000000.0,,,,,,,
VZ,2023-12-31,12912000000.0,,-10624000000.0,8612000000.0,,-24563000000.0,,,3497000000.0,4111000000.0,-614000000.0,-14657000000.0,-14657000000.0,-1470000000.0,-11025000000.0,-11025000000.0,,,,-2162000000.0,-150000000.0,-2012000000.0,-10624000000.0,8612000000.0,-23432000000.0,-23432000000.0,281000000.0,880000000.0,,,-30000000.0,-30000000.0,,,37475000000.0,37475000000.0,-267000000.0,,,,2079000000.0,2079000000.0,2079000000.0,287000000.0,-2198000000.0,-2198000000.0,-3710000000.0,,2388000000.0,2388000000.0,17624000000.0,17624000000.0,12095000000.0,,,,,14937000000.0,1290000000.0,,,-5796000000.0,-5796000000.0,,2687000000.0,2687000000.0,,,-18767000000.0,-435000000.0,,5841000000.0,0.0,,,,2214000000.0,,84000000.0,,,1206000000.0,,,,,,,,,,,,,,,,,,
VZ,2022-12-31,10401000000.0,,-13564000000.0,17806000000.0,,-26740000000.0,,,4111000000.0,4161000000.0,-50000000.0,-8529000000.0,-8529000000.0,-2072000000.0,-10805000000.0,-10805000000.0,,,,4348000000.0,106000000.0,4242000000.0,-13564000000.0,17806000000.0,-28662000000.0,-28662000000.0,62000000.0,-2265000000.0,,-2265000000.0,281000000.0,,,,37141000000.0,37141000000.0,-456000000.0,,,,-33000000.0,-33000000.0,-33000000.0,627000000.0,-1978000000.0,-1978000000.0,-3778000000.0,,2973000000.0,2973000000.0,17099000000.0,17099000000.0,21748000000.0,,106000000.0,,,14592000000.0,-2056000000.0,,,-3653000000.0,-3653000000.0,,2507000000.0,2507000000.0,,,-23087000000.0,928000000.0,,0.0,281000000.0,,,,1611000000.0,,-10000000.0,,,-2046000000.0,,,,,,,,,,,,,,,,,,
VZ,2021-12-31,-28343000000.0,,-18863000000.0,41417000000.0,,-67882000000.0,,,4161000000.0,23498000000.0,-19337000000.0,8277000000.0,8277000000.0,-3832000000.0,-10445000000.0,-10445000000.0,,,,22554000000.0,0.0,22554000000.0,-18863000000.0,41417000000.0,-67153000000.0,-67153000000.0,693000000.0,-21000000.0,,-21000000.0,57000000.0,-4065000000.0,,,39539000000.0,39539000000.0,-890000000.0,,,,1457000000.0,1457000000.0,1457000000.0,-905000000.0,-1592000000.0,-1592000000.0,-93000000.0,,4264000000.0,4264000000.0,16206000000.0,16206000000.0,22618000000.0,,0.0,,,14119000000.0,-3355000000.0,,,-47596000000.0,-47596000000.0,,2087000000.0,2087000000.0,,,-20286000000.0,150000000.0,,0.0,4122000000.0,,,,789000000.0,,36000000.0,,,-3391000000.0,,,,,,,,,,,,,,,,,,
VZ,2020-12-31,19680000000.0,,-17188000000.0,31457000000.0,,-22088000000.0,,,23498000000.0,3917000000.0,19581000000.0,1325000000.0,1325000000.0,-2712000000.0,-10232000000.0,-10232000000.0,,,,14269000000.0,,14269000000.0,-17188000000.0,31457000000.0,-23512000000.0,-23512000000.0,-904000000.0,,,,-520000000.0,-520000000.0,,,41768000000.0,41768000000.0,56000000.0,,,,-966000000.0,-966000000.0,-966000000.0,-369000000.0,189000000.0,189000000.0,2780000000.0,,1553000000.0,1553000000.0,16720000000.0,16720000000.0,18348000000.0,,,,,,931000000.0,,,-3896000000.0,-3896000000.0,,,,,,-18192000000.0,1202000000.0,,0.0,0.0,,,,1380000000.0,,91000000.0,,,840000000.0,,,,,,,,,,,,,,,,,,
VZ,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94000000.0,,,,,,,,,,,,,,,,,,,,,,
